text,coder,tweet,topics,Arts & Culture,Business & Entrepreneurs,Celebrity & Pop Culture,Diaries & Daily Life,Family,Fashion & Style,"Film, TV & Video",Fitness & Health,Food & Dining,Learning & Educational,News & Social Concern,Relationships,Science & Technology,Youth & Student Life,Music,Gaming,Sports,Travel & Adventure,Other Hobbies,id
"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα",60365a98a8b60fcb5bf8d9e4,"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ημερολόγια & Καθημερινή ζωή', 'Τέχνες & Πολιτισμός', 'Ειδήσεις & Κοινωνία'})",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1538309657105678336
"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα",616a1f522a825a14101a38f0,"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Οικογένεια', 'Ημερολόγια & Καθημερινή ζωή', 'Ειδήσεις & Κοινωνία', 'Σχέσεις'})",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1538309657105678336
"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα",5e3965c2d8bc95176262043a,"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ειδήσεις & Κοινωνία', 'Επιχειρήσεις & Επιχειρηματίες', 'Διασημότητες & Ποπ κουλτούρα'})",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1538309657105678336
"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα",6400d8a13c25654f809f2e14,"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Τέχνες & Πολιτισμός', 'Ειδήσεις & Κοινωνία'})",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1538309657105678336
"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα",5ec3a28f46bca2016fc91c3f,"""Όταν σκοτώνεις τα παιδιά σου έρχεσαι σε ευθεία σύγκρουση με την ανθρώπινη φύση. 
Δεν είσαι πλέον άνθρωπος, είσαι ανθρώπινος ρύπος""
Μιχάλης Δημητρακόπουλος (ποινικολόγος)
 #πατρα - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]",frozenset({'Ειδήσεις & Κοινωνία'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1538309657105678336
"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR",5c6ff96f2d666100018c60f6,"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ταινίες, τηλεόραση & βίντεο'})",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1450944798668607488
"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR",5e32c95c87b8ef28e5aff6ea,"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ταινίες, τηλεόραση & βίντεο'})",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1450944798668607488
"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR",63c534705ce9af8e341ac971,"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ημερολόγια & Καθημερινή ζωή', 'Ειδήσεις & Κοινωνία'})",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1450944798668607488
"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR",609c1037e6c696620986cc20,"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ταινίες, τηλεόραση & βίντεο'})",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1450944798668607488
"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR",5a1f38ea120fb3000194a782,"""Δεν είμαι χαζός"" λέει η Κωστής. Ρε λίγη αυτογνωσία ρε. #BigBrotherGR - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Παιχνίδια', 'Ταινίες, τηλεόραση & βίντεο', 'Διασημότητες & Ποπ κουλτούρα'})",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1450944798668607488
"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ",5f54c086c8cfea824fed2cc3,"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ημερολόγια & Καθημερινή ζωή', 'Τέχνες & Πολιτισμός'})",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435513229233598464
"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ",6036e0cfe413e512bdefeada,"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Τέχνες & Πολιτισμός', 'Άλλα χόμπι'})",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1435513229233598464
"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ",5fa5b2f859cd8711ad096b6d,"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]",frozenset({'Ημερολόγια & Καθημερινή ζωή'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435513229233598464
"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ",5f4fd62570b0df0f71a35d98,"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ειδήσεις & Κοινωνία', 'Ταινίες, τηλεόραση & βίντεο', 'Διασημότητες & Ποπ κουλτούρα'})",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1435513229233598464
"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ",5e9e08653b081619a9b61f22,"""Είτε περπατάς είτε κάθεσαι,είτε στέκεσαι,είτε εργάζεσαι,είτε βρίσκεσαι στην Εκκλησία,άσε την προσευχή αυτή να γλιστρήσει από τα χείλη σου.""Κύριε Ιησού Χριστέ,ελέησον με"".Με την προσευχή αυτή στην καρδιά σου,θα βρεις εσωτερική ειρήνη&γαλήνη σώματος&ψυχής"" Άγιος Σεραφείμ του Σάρωφ - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]",frozenset({'Ημερολόγια & Καθημερινή ζωή'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435513229233598464
"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη",5f4fd62570b0df0f71a35d98,"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]",frozenset({'Ειδήσεις & Κοινωνία'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1490777347565531136
"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη",5ab378d66db3e700011bd699,"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ημερολόγια & Καθημερινή ζωή', 'Ειδήσεις & Κοινωνία', 'Διασημότητες & Ποπ κουλτούρα'})",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1490777347565531136
"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη",5fc9ec3d0990d4501dfd7e05,"""Η κόλαση άδειασε. Όλοι οι δαίμονες εδώ""
Στίχος του Σαίξπηρ από την Τρικυμία. Πόσο σημερινός!

#κυβερνηση_Μητσοτακη #Κεραμεως #αδιευκρινιστο_ποσο #Λιβανός #δολοφονια_Αλκη #με_την_Γεωργια #βιντεο_γονιμοτητας #ελληνικη_αγωγη - Οδηγίες: https://docs.google.com/document/d/1IN2A1wU4p9RRa_UXM98w6-q3Pknwp-x91jt88EG7Aqw/edit?usp=sharing

 

[Field-1]","frozenset({'Ημερολόγια & Καθημερινή ζωή', 'Τέχνες & Πολιτισμός', 'Ειδήσεις & Κοινωνία'})",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1490777347565531136
