id,Arts & Culture,Business & Entrepreneurs,Celebrity & Pop Culture,Diaries & Daily Life,Family,Fashion & Style,"Film, TV & Video",Fitness & Health,Food & Dining,Learning & Educational,News & Social Concern,Relationships,Science & Technology,Youth & Student Life,Music,Gaming,Sports,Travel & Adventure,Other Hobbies,topics,#topics,lang,text
1.433942883871175e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"['Diaries & Daily Life', 'Fitness & Health', 'Relationships', 'Youth & Student Life', 'Sports']",5.0,es,dios q bien q me hace mí entrenadora😭💗
1.4340938693485568e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'News & Social Concern', 'Other Hobbies']",3.0,es,"Quien se anota para ir a Santa Cruz a cabar a las propiedades  de Máximo Kirchner , su familia y empleados ? Yo voy 🙋"
1.4344260595759227e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'Other Hobbies']",2.0,es,qué miedo que me asalten y no traiga nada y me den unos putazos los asaltantes por hacerles perder el tiempo
1.43451666431019e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['News & Social Concern', 'Science & Technology']",2.0,es,"Ocupamos todas las cuentas, con todos los correos, les pedimos a nuestros contactos y ni siquiera aumentó el porcentaje, sinceramente no creo que haya sido nuestra culpa, hasta hay quienes pidieron en omegle, no entiendo que ganan haciendo eso, parece sabotaje"
1.4345468630977126e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,Los adultos odian la verdad y la llaman falta de respeto
1.4346978587002225e+18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Celebrity & Pop Culture'],1.0,es,"O sea: ¿Recibe a la Epa Colombia y no a mí? ¡WTF! Alvaricoqueins (@AlvaroUribeVel ) te invito a cabalgar sin que se nos riegue el Macallan y a bañar con keratina la crin de mi percherón. Please, amiga 🙏 Mua 💋"
1.4348790537780183e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'News & Social Concern']",2.0,es,"Ese discurso de ""todos los políticos son iguales"" que tanto repiten los chetos asuncenos y los derechistas en general, solo beneficia a los que están en el poder hace décadas. Hay cientos de miles de personas honestas trabajando por un Paraguay mejor y candidatándose. ¡Búscalas!"
1.4352112422269993e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,"⠀                        
No te quedes en la orilla aunque tengas miedo. 
Corazón. 
⠀⠀"
1.4353622359923955e+18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['Celebrity & Pop Culture', 'Diaries & Daily Life', 'Music']",3.0,es,"antes de hablar mal de taeyong lávense bien la boca pq él es una artista demasiado talentoso y es uno de los idols más completos de la industria y si es juez en un swf es por lo increíblemente talentoso que es, como se nota que les jode verlo que este logrando muchas cosas"
1.435483033889616e+18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Arts & Culture', 'News & Social Concern']",2.0,es,"Hoy - 8 de septiembre - es el día de Tovar por ser el día de la Virgen (su Natividad). Allá se la venera desde el s. XVII en la advocación de la V. de Regla. Este año, la fecha encuentra al pueblo, sometido a dura prueba, de pie para enfrentar la tragedia y construir su futuro."
1.4355132207988204e+18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Business & Entrepreneurs', 'Diaries & Daily Life']",2.0,es,"Lo contentos que se pondrán en el trabajo cuando vean que los miércoles se vuelve a trabajar
#sonkezsençalkapımı"
1.4357850238028104e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,¡Gracias por sus saludos y buenos deseos en mi cumple! Termino el día feliz y con mucha energía ❤️
1.4357850238321377e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Youth & Student Life']",2.0,es,"No soy nutricionista, pero te recomiendo comerme."
1.4359662176724828e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,"Lo que ellę quiso decir:

Yo @ClaudiaLopez soy pésima administradora, pero el de Cali @JorgeIvanOspina es perverso.

En Bogotá roban y asesinan, pero en Cali roban y asesinan mas.

Así justifica su pésimo gobiernę."
1.4362682016424428e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Fitness & Health']",2.0,es,La EMA confirma el síndrome de Guillain-Barré como un posible efecto secundario de la vacuna de AstraZeneca porque el síndrome de Estocolmo ya lo tenéis vosotros agenciado con una servidora.
1.4363588040405688e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Youth & Student Life']",2.0,es,Los que se gradúan pensando que salen y a la semana consiguen empleo en su trabajo soñado y ganando bien 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡
1.43663058782199e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Sports'],1.0,es,"El Hércules es nuestro rival histórico, al que siempre quiero ganar, pero es parte de mi vida por toda su historia y esas tardes de clásicos ,  en el derbi contra el Intercity, ese ucam de Alicante , lo tengo claro: que gane el HCF."
1.436690990241288e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,Cada 11 de septiembre es un recordatorio de lo que son capaces de hacer los gringos.
1.4368721860699791e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'News & Social Concern']",2.0,es,Yo me pregunto por qué los de @FMLNoficial y @ARENAOFICIAL siguen creyendo que su opinión nos importa o que nos pueden engañar nuevamente???
1.4371137782949888e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,Es una pena que solo se ve cuando uno explota y no todo lo que aguanta
1.4374459658798572e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,"Todo inicio, es una buena oportunidad."
1.4375365642598277e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,Dios los días así son para dormir
1.437596961553752e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,"jsjsjsjsjsjsjsj cada día confío  1 poco menos en los hombres,,"
1.4377177476565445e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,Qué gustazo de día🌧️
1.4377781566776484e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,No decir nada para evitar conflictos y vivir en conflicto por no decir nada. Que ironía 🤷🏽‍♀️
1.4378385546427515e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['News & Social Concern', 'Other Hobbies']",2.0,es,"Lo escucharon?
Está sacado. Grita más que antes.
Le va a dar un ACV."
1.437959350602064e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,Me gusta que te guste que no prometo la luna.
1.4381707416991334e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'Other Hobbies']",2.0,es,"como que recién es miércoles, no puede ser"
1.4381707436621292e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Fitness & Health', 'News & Social Concern']",2.0,es,Seguimos con los incumplimientos por parte de las autoridades del @HtmcIess @LassoGuillermo @ABorreroVega no tenemos medicamentos!! Nos indicaron hace una semana que iniciaba el proceso de compra pero nada!!! Hasta cuando esperamos o esperan que un paciente muera para que compren
1.4382915370377748e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,"Guatemala expulsa a sus hijos, quienes buscan otra sociedad donde integrarse ofreciendo su trabajo y exponiéndose a formas de exclusión donde corre el mismo riesgo de estar “fuera”, pues los migrantes integran el enorme flujo de «explotados» sino desechos, «sobrantes»."
1.438593526481236e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Fitness & Health', 'Relationships']",3.0,es,"Frase del día: si no sueltas el pasado,¿con qué mano vas a agarrar esta?"
1.4387747168782377e+18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['Celebrity & Pop Culture', 'Film, TV & Video', 'Music']",3.0,es,"Aitana en @40Andaya sobre el videoclip: #BerlínAitana 

“Es diferente a lo que he sacado últimamente porque sentía que al final todo era demasiado Disney, y este tiene un toque más adolescente, más mayor, lo que es una relación, que al final se dan besos."
1.4387747195542323e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'Relationships', 'Other Hobbies']",3.0,es,Feliz viernes a todos menos a los que les gusta crear grupos de WhatsApp para cualquier cosa
1.4388653169190093e+18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Business & Entrepreneurs', 'News & Social Concern']",2.0,es,"El ojo de los inversionistas está puesto en las startups latinas. Dos artículos para que empiecen el día con buena info:
🧵"
1.4390465131629527e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'Other Hobbies']",2.0,es,que hermosaa está la noche parece yo
1.4390767111701832e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'News & Social Concern']",2.0,es,"Con un libro destrozó al macrismo
Con un video unió al peronismo
Con una decisión hizo un presidente
Con una carta acomodó el gobierno

Cristina, conductora de nuestra época"
1.439076712332071e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'News & Social Concern']",2.0,es,"Vos sos muy chico pero hace 24 meses aproximadamente había un presidente que era respetado en todo el mundo, llenó de obras el Pais, abrió muchos mercados en el mundo y redujo el déficit casi a 0. 
Eso si… “no comunicaba muy bien”para el paladar negro del votante Argentino."
1.4393183047331387e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'News & Social Concern']",2.0,es,"El palazo de Nebot al banquero no es cosa menor. A pesar de ser un come mierda violador de DDHH, es viejo zorro. Decir que Lasso no está cumpliendo con su propio Plan de Gobierno es obvio. Decir que no va a cumplir ningún Plan es predicción. Nebot sabe que esto no termina bien."
1.4395296980867686e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Gaming']",2.0,es,"Uno de los mejores momentos de Bloodborne es cuando vuelves a Yharnam tras matar a Rom y ves que está petada de Amygdalas vigilándote bajo una luna roja.
Ambientación de 10/10."
1.4397712899258122e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Music']",2.0,es,"literal Pa Que Guaye tiene todo para ser un hit, lo que pasa que el fandom y el equipo no colabora"
1.439982683447304e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Food & Dining', 'News & Social Concern']",2.0,es,"Más problemas en el mercado de commodities.
En Reino Unido, la industria de la carne está a punto de quedarse sin emisiones de CO2 y podrían verse en la necesidad de matar a los animales sin enviarlos al rastro. Esto provocaría desabasto y alzas en el precio."
1.4401336764284147e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Sports'],1.0,es,No va  a jugar el q no corre he'i el nuevo Dt y le deja 90min a roque
1.4402544670147584e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Sports'],1.0,es,📺 #LaLigaSportsTV inicia su cuarta temporada evolucionando hacia el contenido premium
1.4402544697746104e+18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Business & Entrepreneurs', 'Science & Technology']",2.0,es,"Hay muchísimas scams en el ecosistema de #NFTs. 

En este hilo hacemos una gran recopilación de todas para que no caigas.

👇👇👇👇

Basado en el hilo de @DCLBlogger 

#NFTesp #NFTCommunity #NFT"
1.4403148701974692e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Fitness & Health']",2.0,es,Yo voy a seguir usando el barbijo al aire libre si la vida me dio la oportunidad de esconder la papada con algo tengo que aprovechar
1.440435667595514e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,"Recuerden esto 👇🏻😌

-El que cuida también necesita que le cuiden.

-El que da sorpresas también necesita recibirlas.

-El que piensa en todo el mundo también necesita que piensen en el.

  Le dicen ""reciprocidad"""
1.4404356678262129e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,Tengo clarísimo por lo que no voy a volver a pasar.
1.4405866512316047e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['News & Social Concern', 'Sports']",2.0,es,"Claudio Lotito: “¿Estadio Flaminio? La situación está en curso, estamos lidiando con algunas cuestiones técnico-burocráticas. Por nuestra parte, tenemos toda la voluntad de encontrar una solución. Se trata de conciliar las necesidades de la normativa pública con las nuestras”"
1.440647059934122e+18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Business & Entrepreneurs', 'News & Social Concern']",2.0,es,"El diario La Nación y Clarín están militando contra las medidas de apertura de la economía y menor control sobre la vida cotidiana por parte del Estado.

Solo porque las dispuso el gobierno que odia.
Durante un año y medio pidieron no cerrar nada. Ahora dicen que ""es prematuro""."
1.4406772572996977e+18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Business & Entrepreneurs', 'News & Social Concern']",2.0,es,"🔺VenAmCham presentó el informe sobre el intercambio comercial entre Venezuela y EE.UU .. La actividad comercial entre ambas naciones creció más de 53% en el primer semestre de 2021 .. El intercambio alcanzó 882 millones de dólares, 300 millones más que en el mismo lapso del 2020"
1.4409490457158984e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Diaries & Daily Life', 'Other Hobbies']",2.0,es,"Una salida a la cerv 19 no arreglaría todos mis problemas, pero que agusto alvv"
1.4410094441424364e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,['Science & Technology'],1.0,es,"Escucha la biografía definitiva de Steve Jobs, el fundador de Apple, escrita con su colaboración."
1.441190642483282e+18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Business & Entrepreneurs', 'Diaries & Daily Life', 'Other Hobbies']",3.0,es,"45 no más me faltan para llegar a mis primeros mil, quién me ayudaría?"
1.4412812327892828e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Food & Dining']",2.0,es,wey quiero comer sin sentirme culpable jaja
1.4413416317188383e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,🔴 El independentismo convoca una manifestación el domingo en Barcelona contra la detención de @KRLS Puigdemont
1.4414624329253192e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Relationships'],1.0,es,un día son oídos y al otro día son lenguas
1.44179461923106e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Fitness & Health', 'News & Social Concern']",2.0,es,Hospital de Heredia con Vacunatón abierto y casi sin filas. Aproveche si no se ha vacunado de primera dosis contra la covid!!!
1.4424287950725243e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,"Las personas que no tienen sentido del humor, ¿por qué?"
1.4424288001726382e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['Diaries & Daily Life', 'Sports']",2.0,es,los lunes post torneos deberían ser feriados 😑
1.4424891976427438e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['Learning & Educational', 'Youth & Student Life']",2.0,es,ay no sé profe no m deja escuchar mi cancion
1.442640191827718e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Diaries & Daily Life'],1.0,es,"ya duró mucho el lunes, ya quiero que sea diciembre"
1.4426703905732485e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,"El Gobierno Interino Comunica:
1. Desde 2019 hemos protegido y seguiremos protegiendo los activos de la nación del saqueo de la dictadura, procurando todos los mecanismos necesarios para ello, amparados en el artículo 233 de nuestra Constitución y gracias al reconocimiento del..."
1.4427911800649933e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Relationships']",2.0,es,"Buen día! Buen inicio de semana para todos ya falta poco para viernes jaja ahora quiero verles a todos esos que farrearon desde el viernes a ver que tal están! Día de desintoxicación, arriba arriba dale queee"
1.4428213826273403e+18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Arts & Culture', 'Diaries & Daily Life']",2.0,es,"“El que obra bien no necesariamente le va bien, pero es mejor obrar bien por la paz mental”
José Rafael Guzmán @JoseRGuzman"
1.4429421825124966e+18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Diaries & Daily Life', 'Fitness & Health']",2.0,es,quiero volver a estar flaca
1.4429723800122982e+18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['News & Social Concern'],1.0,es,"Hola
@Luisaheber 
35 años de parlamentario
.
Que hace usted en el Ministerio del interior ????"
