id,Arts & Culture,Business & Entrepreneurs,Celebrity & Pop Culture,Diaries & Daily Life,Family,Fashion & Style,"Film, TV & Video",Fitness & Health,Food & Dining,Learning & Educational,News & Social Concern,Relationships,Science & Technology,Youth & Student Life,Music,Gaming,Sports,Travel & Adventure,Other Hobbies,topics,#topics,lang,text
1.4422778064659003e+18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Business & Entrepreneurs', 'Diaries & Daily Life', 'News & Social Concern']",3,ja,"田舎では、株主優待使えないものが多いです。
コロナ禍なので、あまり遠出も出来ないし。
保有銘柄で9月末の確定分、、、微妙😅"
1.4423684032938885e+18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Celebrity & Pop Culture', 'Diaries & Daily Life', 'Music']",3,ja,アコンのdolphinはけーぽ興味なかった子でも暇さえあれば踊ってたなってところで思ったんだけどスペシャルステージ何やるんだろ
1.442881786443223e+18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'News & Social Concern', 'Other Hobbies']",3,ja,え~、もう無理かも、来週から読むのやめようか考えるレベルにはむりかもしれない、
1.4429874813941514e+18,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"['Business & Entrepreneurs', 'Film, TV & Video', 'News & Social Concern']",3,ja,"「仕事か出来ない」と「仕事をしない」では違うからなぁ
#ちょうどいいラジオ"
1.443032778702934e+18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Business & Entrepreneurs', 'Diaries & Daily Life', 'Family']",3,ja,"慌てて出てきたので、実父の死亡診断書のコピーを忘れてきた💦
もう銀行についてしまったので、話だけ聞く。手続きはまた明日。とりあえず、必要書類だけ聞いて次の金融機関へ移動。
まあ、この銀行も事務的やわ。
悔やみの言葉ひとつもない。
解約で正解やな。"
1.4431837763144458e+18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Food & Dining'],1,ja,食欲の秋😋 #今日はおうちビストロ キャンペーン♪ル・クルーゼの人気プレート&ボール と「Bistro Do」全5種が当たる🎁
1.444089745533911e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Other Hobbies']",2,ja,レオス 車のドリンクホルダーはドリンクホルダーとして使うのか灰皿を入れるのかどっちなんだ 教えてくれ
1.4442407405450117e+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Celebrity & Pop Culture', 'Film, TV & Video']",2,ja,#なにわ男子ANNP すたんばってたけどこっち23日からの放送だったのね🥲
1.4443313371129528e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Music'],1,ja,"あだ名の話忘れてるしジェシーの曲も謎のまま
#SixTONESANN"
1.4444672323570278e+18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Business & Entrepreneurs', 'Diaries & Daily Life']",2,ja,今日は8cmにも積み重なった契約書の山を処理してイクゥ☝️
1.44449743159749e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Celebrity & Pop Culture', 'Music']",2,ja,シャオジュンがドライバーとか使ってたり組み立てたりしてるの見たら男の子なんだな〜ってすごく思った
1.4448598194631025e+18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Film, TV & Video']",2,ja,"ゾゾゾ夏の特別編を毎日見てる
ビデオだったら擦り切れてるレベル"
1.445207108207534e+18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Business & Entrepreneurs', 'Other Hobbies']",2,ja,"色々見てきたけど、結局Twitterからのマネタイズは主に4つ。
・Twitter内でアフィリ
・Twitter外部でのアフィリ
・リスト収集
・自社コンテンツ、サービスの販売
下に向かう程、マネタイズの絶対額も大きくなるのだから、やっぱコンテンツ販売を避ける理由は無いよね。"
1.4454487003277066e+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Film, TV & Video']",1,ja,"境界戦機観る。
起きていたのはこのためなのだ。"
1.4461130781651968e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Gaming'],1,ja,エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。
1.4463848685148815e+18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Food & Dining']",2,ja,"あ、やべ
スタバ行くの忘れたwwwww
めちゃめちゃ調べたのにwww"
1.4466868587049288e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Gaming'],1,ja,switch、トレモぐらいなら携帯モードで寝っ転がってやってる
1.4468982495922954e+18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Food & Dining'],1,ja,食べ物の写真を美味しそうに撮るのが下手くそ選手権いけるぞこれ
1.4470492466711795e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Diaries & Daily Life'],1,ja,今回の休暇は何も出来なかった。そう言う時は気分が落ちてホントだめだなぁ。
1.4474720326947512e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"['Diaries & Daily Life', 'Music', 'Other Hobbies']",3,ja,"原付でイヤホンはできんから
携帯をポッケに忍ばせて大音量で聞いてるヤバいやつなっとる。"
1.447562629719814e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,ピアプロスタジオのショートカットキーわかりにくい問題どうにかしないと
1.4476532263129784e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Other Hobbies']",2,ja,なんでこんな時間に消毒片手に立ってなきゃいけないんすか寝させてください
1.4477287231894036e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,ドナルドもミッキーも初年度だけ売り切れとかすごかっただけで2年目、3年目はそうでもないから結構軽く見てるのかな
1.447834419931222e+18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Family', 'Other Hobbies']",3,ja,ママと、本厄きたら厄祓いに行こうね〜という話をしたが、俺はママにこそ厄祓いを受けてほしいがね🤔
1.4478646191842427e+18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Fitness & Health']",2,ja,2回目の方がチクっとした(1回目はチクリともせず、本当にワクチンうたれたか少し不安になったw
1.4482270074146895e+18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Food & Dining', 'Relationships']",3,ja,私は魚をさばけないのでちゃんとお刺身用に冊にさばいてくれていた。お友だち価格の「無料」でもらえる。神
1.448377997384315e+18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Relationships']",2,ja,伝えるのが下手すぎて普通にイラつかせたりしちゃってるし馬鹿すぎる自分が😰💦
1.448498797437358e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"['Celebrity & Pop Culture', 'Music', 'Other Hobbies']",3,ja,ヘヴィメタ校長には是非奮闘していただきたく。いや、真面目な話よ。
1.4485893950328259e+18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"['Diaries & Daily Life', 'Fitness & Health', 'Gaming', 'Sports']",4,ja,"リングフィットとりあえず5日間やった結果
・2日目、3日目が地獄。
・4、5日目は余裕ができ始めて楽しくなっていく。
・体重は増える。"
1.4491631753083249e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Diaries & Daily Life', 'Travel & Adventure']",2,ja,沖縄にいた時にコーヒーフェスというものに行ったのを急に思い出した 機会があったらまた行きたいな〜〜
1.4496463596660695e+18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Arts & Culture', 'Diaries & Daily Life', 'News & Social Concern']",3,ja,闇堕ちみっちを幸せにする方法考えて自分が辛くなって泣いてる()他の方がかいてる幸せになってるみっち読もう
1.449706757719163e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,夢主が最強だと最高に面白い
1.4497671550969815e+18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Learning & Educational']",2,ja,"宅建試験ですごい疲れてボーッとしてるのになぜか寝れない。。
#宅建"
1.4497671559106028e+18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Arts & Culture'],1,ja,"くにおくん詳しくないけどGHさんのイラストが沢山観られるのは嬉しい
ただしBチューバーマン、てめえはダメだ"
1.4513526022564168e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Gaming', 'Sports']",2,ja,"今年からMリーグ見始めた人や最近麻雀に触れ始めた人達に是非とも知っておいて欲しいのが
多井さんがよく言う配牌オリってのはかなり高等技術だと言うこと
最初からオリてるだけって見えるかもしれないけど、放銃は最悪なので事故も許されないので周りの動向にめっちゃ神経使うしかなり繊細な戦術です"
1.4513979009786388e+18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Diaries & Daily Life', 'Food & Dining', 'Travel & Adventure']",3,ja,"シュラフに入りながらカレー麺食ってるので実質キャンプに行っています
景色がキレイです"
1.451548895872389e+18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Arts & Culture', 'Diaries & Daily Life']",2,ja,"コミッション締め切り間に合いそうにない・・
絵を描こうとすると気持ち悪くなってしまう"
1.4518206867086415e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Other Hobbies']",2,ja,しんどいときに誰かに相談しようと思っても、自分が置かれている状況を上手く言語化できないために相談しようにも上手く相談できずにモヤモヤが溜まっていくタイプ
1.4519414823199375e+18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Film, TV & Video']",2,ja,"ミキプルーンのCM全く知らなかったから見てきたんだけど死んだwwww
「あ、つまりベイビー」でさらに死んだwwwwww"
1.4521226767308923e+18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'News & Social Concern']",2,ja,最近車が多すぎて、逆にみんな今までちゃんと密避けてたんだなって思ったら愛おしくなったんだけど😌
1.452575661806162e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,"サイエンス部の刺繍かわいいよね
山愛も刺繍あるのか楽しみ❤️"
1.4528172535278019e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Sports'],1,ja,"イカれスタメンでも何故か勝ててるんやしこのままでいいよ
これ以上にイカれスタメンやってくれるなw"
1.452877650737787e+18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Family', 'Relationships']",3,ja,"もし自分ならと考えると親と縁を切ってでも一緒になっていたと思う。
でも、彼や彼女はそれをしなかった。
だから3年間耐えたと思う。
もう解放してあげて、幸せな家族を作って欲しい。小室さん眞子さま、結婚おめでとうございます。
お幸せに。"
1.4529984474103887e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Celebrity & Pop Culture'],1,ja,共に過ごした時間よりずっと長い間ソフィーの心に焼きついているウルも、クラウスにとってのアレンも、愛というより傷なんだろうな
1.4535722275347825e+18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Business & Entrepreneurs', 'Diaries & Daily Life', 'News & Social Concern']",3,ja,次就職して酷い目にあったらにゃ○らの真似してインターネット社会不適合者頑張るからよ。
1.453723223426617e+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Celebrity & Pop Culture', 'Film, TV & Video']",2,ja,ちいかわのアニメは声優つけずに全部字幕にして。自然の音だけをながしてればいい
1.4545083961707807e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Diaries & Daily Life'],1,ja,ふぉろーは待ちがメインだからフォローしてない人も何人かいる
1.454629193019535e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,"【相互で繋がりましょう！】
絶対にフォロバしますので、繋がって下さい。
#フォロバ"
1.4546895908837212e+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Celebrity & Pop Culture'],1,ja,"モーショングラフィクス難しすぎ
見様見真似で作ろうとしてる"
1.454749988865536e+18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Food & Dining']",2,ja,"ペヤング何年ぶりだろってぐらい久しぶりに食べたから胃もたれ凄いです
当分油摂取したくない(言い方)
🥗だけ食って生きる"
1.455051977377796e+18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['News & Social Concern', 'Relationships']",2,ja,あ〜すみません私ですが向こうの垢のオタクに刺されの念を込めて(っ'-')╮=͟͟͞͞🔁
1.4551727741004923e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Music'],1,ja,よせばいいのにREBELSを聴きながら落ちサビで落涙して天を向きながら手を伸ばしていた気持ち悪いのは俺だけでいい
1.4552331726275912e+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"['Film, TV & Video', 'Other Hobbies']",2,ja,本日の名言:ルルーシュ・・・ベジタリアンみたいなやつ・・・
1.4553690665084723e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Other Hobbies']",2,ja,オンライン配信始めてからスッピンオールデーが終わりを告げ1000000000億年振りにカラコン入れたり面倒な事になってる。でも普通の方は毎日メイクしてカラコン入れたり女子力ちゃんとしてお仕事してるんだよなーエライと思う。出勤するだけでもエライ
1.4555351622472212e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['Travel & Adventure', 'Other Hobbies']",2,ja,113系5700番台
1.4556559564743311e+18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Diaries & Daily Life', 'Relationships']",2,ja,今日は1日彼氏いれるんだけど数週間前はどっか行きたいって私が盛り上がってたのに彼氏がお金ないって言うから泣く泣く出かけるの諦めて1日家でごろごろしようって決まったのに昨日の夜急に出かけようかとか言われてこちらとしては出かけたい気持ちを押し殺してやっと家にいるの納得したのに前日に
1.455867351237202e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Music'],1,ja,"細かい情報今見たけど
作詞担当がAqours,Liella!は分かるけどニジガクが璃奈ちゃんの作詞担当してる人ですごく楽しみ"
1.4562297391992873e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Gaming', 'Sports']",2,ja,90勝くらいいつカウントしたのかまったく記憶にないんだけどいつやってたんだろうこいつ
1.4563807330989015e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['Travel & Adventure', 'Other Hobbies']",2,ja,流石に東京タワーの外側の鉄骨にイダハルと座って弾き語りしてもらう夢はありがた迷惑。これは夢なんだけど。足ぷるぷるしながらその状況下でうとうとしてた。
1.456395832152912e+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Celebrity & Pop Culture', 'Film, TV & Video']",2,ja,依頼人シリーズ、メインライターさんは書かないっぽいな、と油断し始めた所に突然差し込まれた犬バラの切れ味が凄くてみんな狼狽てたの懐かしい
1.4566525245014385e+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Diaries & Daily Life', 'Other Hobbies']",2,ja,Twitterアプデしたら○時間前って表記が○hになっとる
1.4567884180803584e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Gaming'],1,ja,どこも6は雑魚がやらしいから個人的に敵強化0で武神強化3入れて武神を戦略で倒しきる方が10審やりやすい
1.4568639176746803e+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Other Hobbies'],1,ja,"並行してみたことでついに追い付いたぞ
これで楽しんでみられるね"
